id_pokedex,type,type_two,name,height,weight,category,ability,ability_two,weakness,weakness_two,description,HP,Attack,Defense,Special_Attack,Special_Defense,Speed
626,Normal,,Bouffalant,1.6,94.6,Bash Buffalo,Reckless,Sap Sipper,Fighting,,They charge wildly and headbutt everything.Their headbutts have enough destructive force toderail a train.,6,7,6,3,6,4
627,Normal,Flying,Rufflet,0.5,10.5,Eaglet,Keen Eye,Sheer Force,Electric,Ice,"They crush berries with their talons. They bravelystand up to any opponent, no matter how strongit is.",5,5,3,3,3,4
628,Normal,Flying,Braviary,1.5,41.0,Valiant,Keen Eye,Sheer Force,Electric,Ice,"For the sake of its friends, this brave warrior of thesky will not stop battling, even if injured.",6,8,5,4,5,5
629,Dark,Flying,Vullaby,0.5,9.0,Diapered,Big Pecks,Overcoat,Electric,Ice,"Its wings are too tiny to allow it to fly. As the timeapproaches for it to evolve, it discards the bonesit was wearing.",5,4,5,3,4,4
630,Dark,Flying,Mandibuzz,1.2,39.5,Bone Vulture,Big Pecks,Overcoat,Electric,Ice,"They fly in circles around the sky. When they spotprey, they attack and carry it back to their nestwith ease.",7,4,7,4,6,5
631,Fire,,Heatmor,1.4,58.0,Anteater,Flash Fire,Gluttony,Water,Ground,"Using their very hot, flame-covered tongues,they burn through Durants steel bodies andconsume their insides.",5,6,4,7,4,4
632,Bug,Steel,Durant,0.3,33.0,Iron Ant,Swarm,Hustle,Fire,,"Individuals each play different roles in drivingHeatmor, their natural predator, away fromtheir colony.",4,7,7,3,3,7
633,Dark,Dragon,Deino,0.8,17.3,Irate,Hustle,,Ice,Fighting,"They cannot see, so they tackle and bite to learnabout their surroundings. Their bodies are coveredin wounds.",4,4,3,3,3,3
634,Dark,Dragon,Zweilous,1.4,50.0,Hostile,Hustle,,Ice,Fighting,The two heads do not get along. Whichever headeats more than the other gets to be the leader.,5,5,5,4,5,4
635,Dark,Dragon,Hydreigon,1.8,160.0,Brutal,Levitate,,Ice,Fighting,The heads on their arms do not have brains.They use all three heads to consume anddestroy everything.,6,7,6,8,6,6
636,Bug,Fire,Larvesta,1.1,28.8,Torch,Flame Body,,Rock,Water,"Said to have been born from the sun, it spews firefrom its horns and encases itself in a cocoon of firewhen it evolves.",4,5,4,3,4,4
637,Bug,Fire,Volcarona,1.6,46.0,Sun,Flame Body,,Rock,Water,"A sea of fire engulfs the surroundings of theirbattles, since they use their six wings to scattertheir ember scales.",5,4,4,8,7,6
638,Steel,Fighting,Cobalion,2.1,250.0,Iron Will,Justified,,Fire,Fighting,It has a body and heart of steel. Its glare issufficient to make even an unruly Pokémon obey it.,6,6,8,6,5,7
639,Rock,Fighting,Terrakion,1.9,260.0,Cavern,Justified,,Water,Grass,Its charge is strong enough to break through agiant castle wall in one blow. This Pokémon isspoken of in legends.,6,8,6,5,6,7
640,Grass,Fighting,Virizion,2.0,200.0,Grassland,Justified,,Flying,Fire,"Its head sprouts horns as sharp as blades. Usingwhirlwind-like movements, it confounds and swiftlycuts opponents.",6,6,5,6,8,7
641,Flying,,Tornadus,1.5,63.0,Cyclone,Prankster,,Electric,Ice,The lower half of its body is wrapped in a cloud ofenergy. It zooms through the sky at 200 mph.,5,7,5,8,5,7
642,Electric,Flying,Thundurus,1.5,61.0,Bolt Strike,Prankster,,Ice,Rock,The spikes on its tail discharge immense bolts oflightning. It flies around the Unova region firing offlightning bolts.,5,7,5,8,5,7
643,Dragon,Fire,Reshiram,3.2,330.0,Vast White,Turboblaze,,Ground,Rock,This legendary Pokémon can scorch the world withfire. It helps those who want to build a worldof truth.,6,8,6,9,8,6
644,Dragon,Electric,Zekrom,2.9,345.0,Deep Black,Teravolt,,Ice,Ground,This legendary Pokémon can scorch the world withlightning. It assists those who want to build anideal world.,6,9,8,8,6,6
645,Ground,Flying,Landorus,1.5,68.0,Abundance,Sand Force,,Ice,Water,Lands visited by Landorus grant such bountifulcrops that it has been hailed as “The Guardian ofthe Fields.”,6,8,6,7,5,6
646,Dragon,Ice,Kyurem,3.0,325.0,Boundary,Pressure,,Fighting,Rock,This legendary ice Pokémon waits for a hero to fillin the missing parts of its body with truth or ideals.,8,8,6,8,6,6
647,Water,Fighting,Keldeo,1.4,48.5,Colt,Justified,,Flying,Grass,"It crosses the world, running over the surfaces ofoceans and rivers. It appears at scenic waterfronts.",6,5,6,8,6,7
648,Normal,Psychic,Meloetta,0.6,6.5,Melody,Serene Grace,,Bug,Dark,The melodies sung by Meloetta have the power tomake Pokémon that hear them happy or sad.,6,5,5,8,8,6
649,Bug,Steel,Genesect,1.5,82.5,Paleozoic,Download,,Fire,,This ancient bug Pokémon was altered by TeamPlasma. They upgraded the cannon on its back.,5,8,6,8,6,6
650,Grass,,Chespin,0.4,9.0,Spiny Nut,Overgrow,,Fire,Flying,"The quills on its head are usually soft.When it flexes them, the points becomeso hard and sharp that they can pierce rock.",4,4,4,3,3,3
651,Grass,,Quilladin,0.7,29.0,Spiny Armor,Overgrow,,Fire,Flying,It relies on its sturdy shell to deflect predatorsattacks. It counterattacks with its sharp quills.,4,5,6,4,4,4
652,Grass,Fighting,Chesnaught,1.6,90.0,Spiny Armor,Overgrow,,Fire,Psychic,Its Tackle is forceful enough to flip a 50-ton tank.It shields its allies from danger with its own body.,6,7,8,5,5,4
653,Fire,,Fennekin,0.4,9.4,Fox,Blaze,,Water,Rock,"Eating a twig fills it with energy,and its roomy ears give vent to airhotter than 390 degrees Fahrenheit.",3,3,3,4,4,4
654,Fire,,Braixen,1.0,14.5,Fox,Blaze,,Water,Rock,"It has a twig stuck in its tail. Withfriction from its tail fur, it sets thetwig on fire and launches into battle.",4,4,4,6,5,5
655,Fire,Psychic,Delphox,1.5,39.0,Fox,Blaze,,Ghost,Dark,"It gazes into the flame at the tip ofits branch to achieve a focused state,which allows it to see into the future.",5,5,5,7,6,7
656,Water,,Froakie,0.3,7.0,Bubble Frog,Torrent,,Grass,Electric,It secretes flexible bubbles from its chest and back.The bubbles reduce the damage it would otherwisetake when attacked.,3,4,3,4,3,5
657,Water,,Frogadier,0.6,10.9,Bubble Frog,Torrent,,Grass,Electric,"It can throw bubble-covered pebbles with precisecontrol, hitting empty cans up to a hundred feet away.",4,4,4,5,4,6
658,Water,Dark,Greninja,1.5,40.0,Ninja,Torrent,,Fairy,Grass,"It creates throwing stars out of compressed water.When it spins them and throws them at high speed,these stars can split metal in two.",5,6,4,7,5,8
659,Normal,,Bunnelby,0.4,5.0,Digging,Pickup,Cheek Pouch,Fighting,,They use their large ears to dig burrows.They will dig the whole night through.,3,3,3,2,3,4
660,Normal,Ground,Diggersby,1.0,42.4,Digging,Pickup,Cheek Pouch,Water,Grass,"With their powerful ears, they can heftboulders of a ton or more with ease.They can be a big help at construction sites.",5,4,5,3,5,5
661,Normal,Flying,Fletchling,0.3,1.7,Tiny Robin,Big Pecks,,Ice,Electric,These friendly Pokémon send signalsto one another with beautiful chirpsand tail-feather movements.,3,3,3,3,3,4
662,Fire,Flying,Fletchinder,0.7,16.0,Ember,Flame Body,,Water,Rock,"From its beak, it expels embers that setthe tall grass on fire. Then it pounces onthe bewildered prey that pop out of the grass.",4,5,4,4,4,5
663,Fire,Flying,Talonflame,1.2,24.5,Scorching,Flame Body,,Water,Rock,"In the fever of an exciting battle, itshowers embers from the gaps betweenits feathers and takes to the air.",5,5,5,5,5,8
664,Bug,,Scatterbug,0.3,2.5,Scatterdust,Shield Dust,Compound Eyes,Fire,Flying,"When under attack from bird Pokémon,it spews a poisonous black powderthat causes paralysis on contact.",3,3,3,2,2,3
665,Bug,,Spewpa,0.3,8.4,Scatterdust,Shed Skin,,Fire,Flying,"It lives hidden within thicket shadows.When predators attack, it quickly bristles the furcovering its body in an effort to threaten them.",3,2,4,2,2,2
666,Bug,Flying,Vivillon,1.2,17.0,Scale,Shield Dust,Compound Eyes,Fire,Flying,Vivillon with many different patterns arefound all over the world. These patternsare affected by the climate of their habitat.,5,4,3,6,3,6
667,Fire,Normal,Litleo,0.6,13.5,Lion Cub,Rivalry,Unnerve,Rock,Water,"The stronger the opponent it faces,the more heat surges from its maneand the more power flows through its body.",4,3,4,5,4,5
668,Fire,Normal,Pyroar,1.5,81.5,Royal,Rivalry,,Water,Rock,The male with the largest mane of fireis the leader of the pride.,6,4,5,7,4,7
669,Fairy,,Flabébé,0.1,0.1,Single Bloom,Flower Veil,,Steel,Poison,It draws out and controls the hidden powerof flowers. The flower Flabébé holdsis most likely part of its body.,3,3,3,4,5,3
670,Fairy,,Floette,0.2,0.9,Single Bloom,Flower Veil,,Steel,Poison,It flutters around fields of flowers and cares forflowers that are starting to wilt. It drawsout the hidden power of flowers to battle.,4,3,3,5,6,4
671,Fairy,,Florges,1.1,10.0,Garden,Flower Veil,,Steel,Poison,"It claims exquisite flower gardens as its territory,and it obtains power from basking in the energyemitted by flowering plants.",5,4,4,7,10,5
672,Grass,,Skiddo,0.9,31.0,Mount,Sap Sipper,,Fire,Flying,"Thought to be one of the first Pokémon to live inharmony with humans, it has a placid disposition.",4,4,3,4,4,4
673,Grass,,Gogoat,1.7,91.0,Mount,Sap Sipper,,Fire,Flying,It can tell how its Trainer is feeling bysubtle shifts in the grip on its horns.This empathic sense lets them run as if one being.,8,6,4,6,5,4
674,Fighting,,Pancham,0.6,8.0,Playful,Iron Fist,Mold Breaker,Psychic,Flying,"It does its best to be taken seriously by its enemies,but its glare is not sufficiently intimidating.Chewing on a leaf is its trademark.",4,5,4,3,3,3
675,Fighting,Dark,Pangoro,2.1,136.0,Daunting,Iron Fist,Mold Breaker,Flying,Fairy,"Although it possesses a violent temperament,it wont put up with bullying. It uses the leaf inits mouth to sense the movements of its enemies.",6,8,5,5,5,4
676,Normal,,Furfrou,1.2,28.0,Poodle,Fur Coat,,Fighting,Fighting,Trimming its fluffy fur not only makesit more elegant but also increases theswiftness of its movements.,5,5,4,4,6,6
677,Psychic,,Espurr,0.3,3.5,Restraint,Keen Eye,Infiltrator,Ghost,Dark,The organ that emits its intense psychic power issheltered by its ears to keep power from leaking out.,4,3,4,4,4,4
678,Psychic,,Meowstic,0.6,8.5,Constraint,Keen Eye,,Ghost,Dark,"When in danger, it raises its ears andreleases enough psychic power togrind a 10-ton truck into dust.",5,3,5,5,5,7
679,Steel,Ghost,Honedge,0.8,2.0,Sword,No Guard,,Fire,Ghost,Apparently this Pokémon is born when adeparted spirit inhabits a sword. It attaches itselfto people and drinks their life force.,3,5,6,3,3,2
680,Steel,Ghost,Doublade,0.8,4.5,Sword,No Guard,,Fire,Ghost,"When Honedge evolves, it divides into two swords,which cooperate via telepathy to coordinate attacksand slash their enemies to ribbons.",4,7,9,3,3,3
681,Steel,Ghost,Aegislash,1.7,53.0,Royal Sword,Stance Change,,Fire,Ghost,"Generations of kings were attended by thesePokémon, which used their spectral power tomanipulate and control people and Pokémon.",4,3,9,3,9,4
682,Fairy,,Spritzee,0.2,0.5,Perfume,Healer,,Steel,Poison,It emits a scent that enraptures thosewho smell it. This fragrance changesdepending on what it has eaten.,5,4,4,4,4,2
683,Fairy,,Aromatisse,0.8,15.5,Fragrance,Healer,,Steel,Poison,"It devises various scents, pleasant and unpleasant,and emits scents that its enemies dislike in orderto gain an edge in battle.",6,5,5,6,6,2
684,Fairy,,Swirlix,0.4,3.5,Cotton Candy,Sweet Veil,,Steel,Poison,"To entangle its opponents in battle, it extrudeswhite threads as sweet and sticky as cotton candy.",4,3,4,4,4,3
685,Fairy,,Slurpuff,0.8,5.0,Meringue,Sweet Veil,,Steel,Poison,It can distinguish the faintest of scents.It puts its sensitive sense of smell to useby helping pastry chefs in their work.,5,5,6,5,5,5
686,Dark,Psychic,Inkay,0.4,3.5,Revolving,Suction Cups,Contrary,Fairy,Bug,Opponents who stare at the flashing of thelight-emitting spots on its body becomedazed and lose their will to fight.,4,4,4,3,3,3
687,Dark,Psychic,Malamar,1.5,47.0,Overturning,Suction Cups,Contrary,Fairy,Bug,"It wields the most compelling hypnotic powersof any Pokémon, and it forces others to dowhatever it wants.",6,6,6,4,5,5
688,Rock,Water,Binacle,0.5,31.0,Two-Handed,Sniper,Tough Claws,Electric,Fighting,"Two Binacle live together on one rock.When they fight, one of them will moveto a different rock.",3,4,4,3,4,3
689,Rock,Water,Barbaracle,1.3,96.0,Collective,Sniper,Tough Claws,Electric,Fighting,"When they evolve, two Binacle multiply into seven.They fight with the power of seven Binacle.",5,7,7,4,6,4
690,Poison,Water,Skrelp,0.5,7.3,Mock Kelp,Poison Point,Poison Touch,Psychic,Electric,"Camouflaged as rotten kelp, they sprayliquid poison on prey that approachesunawares and then finish it off.",3,4,4,4,4,2
691,Poison,Dragon,Dragalge,1.8,81.5,Mock Kelp,Poison Point,Poison Touch,Psychic,Dragon,"Their poison is strong enough to eat throughthe hull of a tanker, and they spit it indiscriminatelyat anything that enters their territory.",4,5,6,6,8,3
692,Water,,Clauncher,0.5,8.3,Water Gun,Mega Launcher,,Grass,Electric,They knock down flying prey by firingcompressed water from their massiveclaws like shooting a pistol.,3,4,4,4,4,3
693,Water,,Clawitzer,1.3,35.3,Howitzer,Mega Launcher,,Grass,Electric,Their enormous claws launch cannonballs ofwater powerful enough to pierce tanker hulls.,5,5,6,8,6,4
694,Electric,Normal,Helioptile,0.5,6.0,Generator,Sand Veil,Dry Skin,Fighting,Ground,"They make their home in deserts. They cangenerate their energy from basking in the sun,so eating food is not a requirement.",3,3,2,4,3,5
695,Electric,Normal,Heliolisk,1.0,21.0,Generator,Sand Veil,Dry Skin,Fighting,Ground,They flare their frills and generate energy.A single Heliolisk can generate sufficientelectricity to power a skyscraper.,4,4,4,7,6,7
696,Rock,Dragon,Tyrunt,0.8,26.0,Royal Heir,Strong Jaw,,Steel,Ice,"This Pokémon was restored from a fossil.If something happens that it doesnt like,it throws a tantrum and runs wild.",4,6,5,3,3,3
697,Rock,Dragon,Tyrantrum,2.5,270.0,Despot,Strong Jaw,,Steel,Ice,"Thanks to its gargantuan jaws, which could shredthick metal plates as if they were paper, it wasinvincible in the ancient world it once inhabited.",5,8,7,5,4,5
698,Rock,Ice,Amaura,1.3,25.2,Tundra,Refrigerate,,Steel,Fighting,This ancient Pokémon was restoredfrom part of its body that had beenfrozen in ice for over 100 million years.,5,4,3,4,4,3
699,Rock,Ice,Aurorus,2.7,225.0,Tundra,Refrigerate,,Steel,Fighting,"The diamond-shaped crystals on its bodyexpel air as cold as -240 degrees Fahrenheit,surrounding its enemies and encasing them in ice.",8,5,5,6,6,4
700,Fairy,,Sylveon,1.0,23.5,Intertwining,Cute Charm,,Steel,Poison,It sends a soothing aura from itsribbonlike feelers to calm fights.,6,4,4,7,8,4
701,Fighting,Flying,Hawlucha,0.8,21.5,Wrestling,Limber,Unburden,Electric,Psychic,"Although its body is small, its proficientfighting skills enable it to keep up withbig bruisers like Machamp and Hariyama.",5,6,5,5,4,7
702,Electric,Fairy,Dedenne,0.2,2.2,Antenna,Pickup,Cheek Pouch,Poison,Ground,"Its whiskers serve as antennas. By sending andreceiving electrical waves, it can communicatewith others over vast distances.",4,4,4,5,4,6
703,Rock,Fairy,Carbink,0.3,5.7,Jewel,Clear Body,,Steel,Water,"Born from the temperatures and pressuresdeep underground, it fires beams from thestone in its head.",3,3,9,3,9,3
704,Dragon,,Goomy,0.3,2.8,Soft Tissue,Hydration,Sap Sipper,Fairy,Ice,"The weakest Dragon-type Pokémon,it lives in damp, shady places, so itsbody doesnt dry out.",3,3,3,4,5,3
705,Dragon,,Sliggoo,0.8,17.5,Soft Tissue,Hydration,Sap Sipper,Fairy,Ice,"It drives away opponents by excreting asticky liquid that can dissolve anything.Its eyes devolved, so it cant see anything.",4,5,4,5,7,4
706,Dragon,,Goodra,2.0,150.5,Dragon,Hydration,Sap Sipper,Fairy,Ice,"This very friendly Dragon-type Pokémonwill hug its beloved Trainer, leavingthat Trainer covered in sticky slime.",6,6,5,7,9,5
707,Steel,Fairy,Klefki,0.2,3.0,Key Ring,Prankster,,Fire,Ground,These key collectors threaten any attackersby fiercely jingling their keys at them.,4,5,6,5,6,5
708,Ghost,Grass,Phantump,0.4,7.0,Stump,Natural Cure,Frisk,Ghost,Fire,These Pokémon are created whenspirits possess rotten tree stumps.They prefer to live in abandoned forests.,3,5,3,3,4,3
709,Ghost,Grass,Trevenant,1.5,71.0,Elder Tree,Natural Cure,Frisk,Ghost,Fire,"It can control trees at will. It will trap peoplewho harm the forest, so they can never leave.",5,7,5,4,5,4
710,Ghost,Grass,Pumpkaboo,0.4,5.0,Pumpkin,Pickup,,Ghost,Fire,"The pumpkin body is inhabited by a spirittrapped in this world. As the sun sets,it becomes restless and active.",3,4,5,3,4,3
711,Ghost,Grass,Gourgeist,0.9,12.5,Pumpkin,Pickup,,Ghost,Fire,"Singing in eerie voices, they wandertown streets on the night of the new moon.Anyone who hears their song is cursed.",4,6,8,4,5,5
712,Ice,,Bergmite,1.0,99.5,Ice Chunk,Own Tempo,Ice Body,Fire,Steel,It blocks opponents attacks with theice that shields its body. It uses cold airto repair any cracks with new ice.,4,5,5,2,3,2
713,Ice,,Avalugg,2.0,505.0,Iceberg,Own Tempo,Ice Body,Fire,Steel,Its ice-covered body is as hard as steel.Its cumbersome frame crushes anything thatstands in its way.,6,7,11,3,3,2
714,Flying,Dragon,Noibat,0.5,8.0,Sound Wave,Frisk,Infiltrator,Ice,Rock,"They live in pitch-black caves. Their enormous earscan emit ultrasonic waves of 200,000 hertz.",3,2,3,3,3,4
715,Flying,Dragon,Noivern,1.5,85.0,Sound Wave,Frisk,Infiltrator,Fairy,Dragon,They fly around on moonless nightsand attack careless prey. Nothing canbeat them in a battle in the dark.,5,5,5,6,5,8
716,Fairy,,Xerneas,3.0,215.0,Life,Fairy Aura,,Steel,Poison,Legends say it can share eternal life.It slept for a thousand years in the formof a tree before its revival.,8,8,6,8,6,6
717,Dark,Flying,Yveltal,5.8,203.0,Destruction,Dark Aura,,Electric,Ice,"When this legendary Pokémons wings andtail feathers spread wide and glow red,it absorbs the life force of living creatures.",8,8,6,8,6,6
718,Dragon,Ground,Zygarde,5.0,305.0,Order,Aura Break,,Fairy,Ice,"This is Zygardes form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",7,6,8,5,6,6
719,Rock,Fairy,Diancie,0.7,8.8,Jewel,Clear Body,,Steel,Water,"A sudden transformation of Carbink,its pink, glimmering body is said to bethe loveliest sight in the whole world.",3,6,9,6,9,3
720,Psychic,Ghost,Hoopa,0.5,9.0,Mischief,Magician,,Ghost,Dark,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.",5,7,4,9,8,5
721,Fire,Water,Volcanion,1.7,195.0,Steam,Water Absorb,,Ground,Electric,It lets out billows of steam and disappears intothe dense fog. Its said to live in mountainswhere humans do not tread.,5,7,8,8,6,5
722,Grass,Flying,Rowlet,0.3,1.5,Grass Quill,Overgrow,,Fire,Flying,"This wary Pokémon uses photosynthesis tostore up energy during the day, while becomingactive at night.",4,4,4,3,3,3
723,Grass,Flying,Dartrix,0.7,16.0,Blade Quill,Overgrow,,Fire,Flying,"A bit of a dandy, it spends its free timepreening its wings. Its preoccupation with anydirt on its plumage can leave it unable to battle.",5,5,5,5,5,4
724,Grass,Ghost,Decidueye,1.6,36.6,Arrow Quill,Overgrow,,Ghost,Fire,"It fires arrow quills from its wings with suchprecision, they can pierce a pebble at distancesover a hundred yards.",5,7,5,6,6,5
725,Fire,,Litten,0.4,4.3,Fire Cat,Blaze,,Water,Ground,"While grooming itself, it builds up fur inside itsstomach. It sets the fur alight and spews fieryattacks, which change based on how it coughs.",3,4,3,4,3,5
726,Fire,,Torracat,0.7,25.0,Fire Cat,Blaze,,Water,Ground,"At its throat, it bears a bell of fire. The bell ringsbrightly whenever this Pokémon spits fire.",4,5,3,5,3,6
727,Fire,Dark,Incineroar,1.8,83.0,Heel,Blaze,,Water,Ground,"This Pokémon has a violent, selfish disposition.If its not in the mood to listen, it will ignore itsTrainers orders with complete nonchalance.",6,7,6,5,6,4
728,Water,,Popplio,0.4,7.5,Sea Lion,Torrent,,Grass,Electric,"This Pokémon snorts body fluids from its nose,blowing balloons to smash into its foes.Its famous for being a hard worker.",3,4,4,4,4,3
729,Water,,Brionne,0.6,17.5,Pop Star,Torrent,,Grass,Electric,"A skillful dancer, it creates a sequence of waterballoons as it dances, and briskly bombardsits enemies.",4,5,5,6,5,3
730,Water,Fairy,Primarina,1.8,44.0,Soloist,Torrent,,Grass,Electric,It controls its water balloons with song. Themelody is learned from others of its kind and ispassed down from one generation to the next.,5,5,5,8,7,4
731,Normal,Flying,Pikipek,0.3,1.2,Woodpecker,Keen Eye,Skill Link,Electric,Ice,It can peck at a rate of 16 times a second todrill holes in trees. It uses the holes for foodstorage and for nesting.,3,5,2,2,2,4
732,Normal,Flying,Trumbeak,0.6,14.8,Bugle Beak,Keen Eye,Skill Link,Electric,Ice,"It eats berries and stores their seeds in itsbeak. When it encounters enemies or prey,it fires off all the seeds in a burst.",4,5,3,3,3,5
733,Normal,Flying,Toucannon,1.1,26.0,Cannon,Keen Eye,Skill Link,Electric,Ice,"When it battles, its beak heats up. Thetemperature can easily exceed 212 degreesFahrenheit, causing severe burns when it hits.",5,8,5,5,5,4
734,Normal,,Yungoos,0.4,6.0,Loitering,Strong Jaw,Stakeout,Fighting,,"With its sharp fangs, it will bite anything.It did not originally live in Alola but wasimported from another region.",3,5,2,2,2,3
735,Normal,,Gumshoos,0.7,14.2,Stakeout,Strong Jaw,Stakeout,Fighting,,"When it finds a trace of its prey, it patientlystakes out the location...but its always snoozingby nightfall.",6,7,4,4,4,3
736,Bug,,Grubbin,0.4,4.4,Larva,Swarm,,Fire,Flying,Its strong jaw enables it to scrape trees andslurp out the sap. It normally lives underground.,3,4,3,4,3,3
737,Bug,Electric,Charjabug,0.5,10.5,Battery,Battery,,Fire,Rock,"Its body is capable of storing electricity. Oncamping trips, people are grateful to haveone around.",4,5,6,4,5,3
738,Bug,Electric,Vikavolt,1.5,45.0,Stag Beetle,Levitate,,Fire,Rock,"It zips around, on sharp lookout for an opening.It concentrates electrical energy within its largejaws and uses it to zap its enemies.",5,5,6,9,5,3
739,Fighting,,Crabrawler,0.6,7.0,Boxing,Hyper Cutter,Iron Fist,Psychic,Flying,"While guarding its weak points with its pincers,it looks for an opening and unleashes punches.When it loses, it foams at the mouth and faints.",3,5,4,3,3,4
740,Fighting,Ice,Crabominable,1.7,180.0,Woolly Crab,Hyper Cutter,Iron Fist,Steel,Fire,"It aimed for the top but got lost and ended upon a snowy mountain. Being forced to endurethe cold, this Pokémon evolved and grew fur.",6,8,5,4,4,3
741,Fire,Flying,Oricorio,0.6,3.4,Dancing,Dancer,,Water,Electric,"It beats its wings together to create fire.As it moves in the steps of its beautiful dance,it bathes opponents in intense flames.",5,5,5,6,5,6
742,Bug,Fairy,Cutiefly,0.1,0.2,Bee Fly,Shield Dust,Honey Gather,Fire,Steel,"It feeds on the nectar and pollen of flowers.Because its able to sense auras, it can identifywhich flowers are about to bloom.",3,3,3,4,3,5
743,Bug,Fairy,Ribombee,0.2,0.5,Bee Fly,Shield Dust,Honey Gather,Fire,Steel,"It rolls up pollen into puffs. It makes manydifferent varieties, some used as food andothers used in battle.",4,4,4,6,5,8
744,Rock,,Rockruff,0.5,9.2,Puppy,Keen Eye,Vital Spirit,Water,Steel,"Its considered to be a good Pokémon forbeginners because of its friendliness, but itsdisposition grows rougher as it grows up.",3,4,3,2,3,4
745,Rock,,Lycanroc,0.8,25.0,Wolf,Keen Eye,,Water,Steel,"Its quick movements confuse its enemies.Well equipped with claws and fangs, it also usesthe sharp rocks in its mane as weapons.",5,7,4,4,4,7
746,Water,,Wishiwashi,0.2,0.3,Small Fry,Schooling,,Grass,Electric,"When its in trouble, its eyes moisten and beginto shine. The shining light attracts its comrades,and they stand together against their enemies.",3,2,2,2,2,3
747,Poison,Water,Mareanie,0.4,8.0,Brutal Star,Limber,Merciless,Psychic,Electric,"It plunges the poison spike on its head into itsprey. When the prey has weakened, Mareaniedeals the finishing blow with its 10 tentacles.",3,4,4,3,4,3
748,Poison,Water,Toxapex,0.7,14.5,Brutal Star,Limber,Merciless,Psychic,Electric,Toxapex crawls along the ocean floor on its12 legs. It leaves a trail of Corsola bitsscattered in its wake.,3,4,9,4,9,3
749,Ground,,Mudbray,1.0,110.0,Donkey,Own Tempo,Stamina,Water,Grass,The mud stuck to Mudbrays hooves enhancesits grip and its powerful running gait.,5,6,5,3,4,3
750,Ground,,Mudsdale,2.5,920.0,Draft Horse,Own Tempo,Stamina,Water,Grass,"It spits a mud that provides resistance to bothwind and rain, so the walls of old houses wereoften coated with it.",6,8,6,4,5,3
751,Water,Bug,Dewpider,0.3,4.0,Water Bubble,Water Bubble,,Flying,Electric,It crawls onto the land in search of food.Its water bubble allows it to breathe andprotects its soft head.,3,3,4,3,5,2
752,Water,Bug,Araquanid,1.8,82.0,Water Bubble,Water Bubble,,Flying,Electric,"It delivers headbutts with the water bubbleon its head. Small Pokémon get sucked intothe bubble, where they drown.",4,5,6,3,8,3
753,Grass,,Fomantis,0.3,1.5,Sickle Grass,Leaf Guard,,Fire,Flying,"During the day, it sleeps and soaks up light.When night falls, it walks around lookingfor a safer place to sleep.",3,4,3,3,3,3
754,Grass,,Lurantis,0.9,18.5,Bloom Sickle,Leaf Guard,,Fire,Flying,"It requires a lot of effort to maintain Lurantissvivid coloring, but some collectors enjoy thiswork and treat it as their hobby.",5,7,6,5,6,3
755,Grass,Fairy,Morelull,0.2,1.5,Illuminating,Effect Spore,Illuminate,Steel,Fire,It scatters spores that flicker and glow. Anyoneseeing these lights falls into a deep slumber.,3,3,4,4,5,1
756,Grass,Fairy,Shiinotic,1.0,11.5,Illuminating,Effect Spore,Illuminate,Steel,Fire,Forests where Shiinotic live are treacherous toenter at night. People confused by its strangelights can never find their way home again.,4,3,5,6,6,2
757,Poison,Fire,Salandit,0.6,4.8,Toxic Lizard,Corrosion,,Water,Psychic,"It burns its bodily fluids to create a poisonousgas. When its enemies become disoriented frominhaling the gas, it attacks them.",3,3,3,5,3,5
758,Poison,Fire,Salazzle,1.2,22.2,Toxic Lizard,Corrosion,,Water,Psychic,"For some reason, only females have been found.It creates a reverse harem of male Salandit thatit lives with.",4,4,4,7,4,7
759,Normal,Fighting,Stufful,0.5,6.8,Flailing,Klutz,Fluffy,Psychic,Flying,"Despite its adorable appearance, when it getsangry and flails about, its arms and legs couldknock a pro wrestler sprawling.",5,5,3,3,3,3
760,Normal,Fighting,Bewear,2.1,135.0,Strong Arm,Klutz,Fluffy,Psychic,Flying,This immensely dangerous Pokémonpossesses overwhelming physical strength.Its habitat is generally off-limits.,8,8,5,4,4,4
761,Grass,,Bounsweet,0.3,3.2,Fruit,Oblivious,Leaf Guard,Fire,Flying,A delectable aroma pours from its body.They are often swallowed whole by Toucannonlured by that wafting deliciousness.,3,2,3,2,3,2
762,Grass,,Steenee,0.7,8.2,Fruit,Oblivious,Leaf Guard,Fire,Flying,"The sepals on its head developed to protect itsbody. These are quite hard, so even if peckedby bird Pokémon, this Pokémon is totally fine.",4,3,3,3,3,4
763,Grass,,Tsareena,1.2,21.4,Fruit,Leaf Guard,Queenly Majesty,Fire,Flying,"Its long, striking legs arent just for show but tobe used to kick with skill. In victory, it shows offby kicking the defeated, laughing boisterously.",5,8,6,3,6,5
764,Fairy,,Comfey,0.1,0.3,Posy Picker,Flower Veil,Triage,Steel,Poison,"It attaches flowers to its highly nutritious vine.This revitalizes the flowers, and they give offan aromatic scent.",3,4,6,5,7,6
